NEGERI,PPD,PUSAT,SEMESTER,BIDANG,PAKEJ MATA PELAJARAN
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, SS, SV, SEMESTER 3, SAINS, BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 3,SAINS,"BI (MUET), PA, CHE, MT, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, EKO, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, PP, EKO, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SS, SV"
SABAH,KOTA MARUDU,SMK KOTA MARUDU,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, SS, SV"
SABAH,PITAS,SMK PITAS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP"
SABAH,PITAS,SMK PITAS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP"
SABAH,PITAS,SMK PITAS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, GEO, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP"
SABAH,PITAS,SMK PITAS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP"
SABAH,PITAS,SMK PITAS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP"
SABAH,PITAS,SMK PITAS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, PP"
SABAH,PITAS,SMK PITAS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, EKO, KMK, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, GEO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV"
SABAH,PITAS,SMK PITAS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV"
SABAH,PITAS,SMK PITAS,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, GEO, SEJ, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV"
SABAH,PITAS,SMK PITAS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV"
SABAH,PITAS,SMK PITAS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, GEO, SEJ, SV"
SABAH,PITAS,SMK PITAS,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, GEO, SEJ, SV"
SABAH,PITAS,SMK PINGGAN-PINGGAN,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, PP, SEJ"
SABAH,PITAS,SMK PINGGAN-PINGGAN,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SV, GEO, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, GEO, PP, SEJ"
SABAH,PITAS,SMK PINGGAN-PINGGAN,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SV, GEO, PP, SEJ, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, KMK, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, GEO, PP, SEJ"
SABAH,PITAS,SMK PINGGAN-PINGGAN,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SV, GEO, PP, SEJ"
SABAH,PITAS,SMK PINGGAN-PINGGAN,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SV, GEO, PP, SEJ"
SABAH,PITAS,SMK PITAS II,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP"
SABAH,PITAS,SMK PITAS II,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, KMK, SEJ, SS"
SABAH,PITAS,SMK PITAS II,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SV"
SABAH,PITAS,SMK PITAS II,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, EKO"
SABAH,PITAS,SMK PITAS II,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, KMK"
SABAH,PITAS,SMK PITAS II,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, SV"
SABAH,PITAS,SMK PITAS II,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, EKO"
SABAH,PITAS,SMK PITAS II,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, SS"
SABAH,KUDAT,SMK KUDAT,SEMESTER 1,SAINS,"BI (MUET), PA, ICT, SS, CHE, BIO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV, SEMESTER 3, SAINS, BI (MUET), PA, ICT, SS, CHE, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV, SEMESTER 3, SAINS, BI (MUET), PA, ICT, SS, CHE, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV, SEMESTER 3, SAINS, BI (MUET), PA, ICT, SS, CHE, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SS, PP, SV, SEMESTER 3, SAINS, BI (MUET), PA, ICT, SS, CHE, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 3,SAINS,"BI (MUET), PA, ICT, SS, CHE, BIO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, SEJ, PP, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, EKO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK KUDAT,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SS, PP, SV"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 1,SAINS,"BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT, SEMESTER 3, SAINS, BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT, SEMESTER 3, SAINS, BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, EKO, PP, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT, SEMESTER 3, SAINS, BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT, SEMESTER 3, SAINS, BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, SS, ICT, SEMESTER 3, SAINS, BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 3,SAINS,"BI (MUET), PA, CHE, BIO, MT, PHY, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, EKO, SS, ICT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, KMK, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK SIKUATI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, SS, ICT"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, EKO, PP"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, GEO"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, SV, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, BM, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, GEO"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, PP, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, GEO"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, KMK, SEJ, GEO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, SV, GEO"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, SV, GEO"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SS"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, GEO, EKO, PP"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, KMK, SEJ, GEO, SV"
SABAH,KUDAT,SMK PINAWANTAI,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, BM, KMK, SS"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 1,SAINS,"BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, GEO, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, BM, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, GEO, SS, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, BM, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, BM, PP, SV, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, BM, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 1,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS, BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, BM, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 3,SAINS,"BI (MUET), PA, MT, CHE, BIO, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, BM, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, BM, SS, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, EKO, SV, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, SEJ, GEO, PP, SV"
SABAH,KUDAT,SMK ABDUL RAHIM,SEMESTER 3,SAINS SOSIAL,"BI (MUET), PA, SEJ, GEO, PP, SV"
SARAWAK,KUCHING,SMK D.P.H.A. GAPOR,SEMESTER 1,SAINS,"BI (MUET), PA, BIO, CHE, MT, SEMESTER 1, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 1, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV, SEMESTER 3, SAINS, BI (MUET), PA, BIO, CHE, MT, SEMESTER 3, SAINS, BI (MUET), PA, PHY, CHE, MT, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, EKO, PP, GEO, SEMESTER 3, SAINS SOSIAL, BI (MUET), PA, PP, SEJ, BM, SV"
